年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均海面気圧(hPa),平均湿度(％),平均雲量(10分比),天気概況(昼：06時～18時)
2016/8/17,32.3,24.9,0.0,3.5,2.3,1001.4,73,9.3,曇一時晴
2016/8/18,34.3,25.4,0.0,5.1,1.6,1005.1,65,7.5,曇一時晴
2016/8/19,36.5,25.7,0,8.5,2.2,1005.8,65,5.3,晴時々曇
2016/8/20,36.0,26.2,0.0,8.1,2.2,1003.8,62,5.0,晴後一時曇
2016/8/21,35.6,27.8,0,9.6,3.2,1004.3,59,6.8,晴一時曇
2016/8/22,36.1,26.9,0,8.2,3.0,1002.4,62,7.0,晴後曇
2016/8/23,35.0,26.7,0.0,6.6,3.1,1005.1,58,7.8,晴一時曇
2016/8/24,35.2,25.6,0.0,6.3,2.4,1006.6,61,8.0,曇時々晴
2016/8/25,35.0,27.2,0.0,3.7,2.6,1006.5,63,6.5,晴時々曇
2016/8/26,35.6,24.9,0.5,7.9,2.2,1005.0,64,5.3,晴一時曇
2016/8/27,30.2,23.6,0.0,4.2,3.0,1005.2,68,8.0,曇後時々晴
2016/8/28,30.0,22.5,3.0,1.6,2.4,999.8,72,10.0,曇一時雨
2016/8/29,29.1,20.9,78.0,0.0,1.9,992.2,80,9.8,大雨時々曇
2016/8/30,28.9,20.2,14.0,5.7,2.8,992.1,64,7.0,晴一時曇
2016/8/31,31.9,21.1,0.0,11.9,2.7,999.3,52,2.3,晴
2016/9/1,33.6,21.5,0,10.6,1.6,1008.1,54,7.3,薄曇一時晴
2016/9/2,32.8,21.8,0,6.4,2.2,1010.8,58,8.0,曇一時晴
2016/9/3,34.1,25.0,0.0,5.2,3.0,1012.0,61,5.3,晴時々曇一時雨
2016/9/4,34.2,25.7,0.5,5.8,3.5,1012.9,65,7.8,晴後時々曇
2016/9/5,32.1,26.0,1.5,1.5,1.8,1012.0,73,10.0,曇後時々雨
2016/9/6,33.8,24.9,0.5,4.5,1.9,1008.8,73,8.8,曇一時晴後一時雨
2016/9/7,35.0,24.0,61.5,5.1,1.8,1004.4,73,7.0,晴時々曇
2016/9/8,27.7,22.7,24.5,1.1,2.2,1002.4,78,8.8,曇一時雨、雷を伴う
2016/9/9,29.9,21.4,0,7.0,2.3,1008.5,65,5.5,晴一時曇
2016/9/10,31.5,20.1,0,10.4,1.7,1012.2,64,6.0,晴一時薄曇
2016/9/11,32.5,21.9,0.0,4.5,1.6,1014.0,63,8.8,曇時々晴
2016/9/12,31.3,24.1,3.5,1.7,2.4,1015.3,67,10.0,曇
2016/9/13,27.3,23.7,16.5,0.0,1.8,1014.5,80,10.0,曇時々雨
2016/9/14,28.8,22.8,0.0,1.1,1.8,1016.1,69,9.5,曇
2016/9/15,27.1,21.6,0.0,0.4,1.6,1015.8,68,9.3,曇
2016/9/16,31.5,21.1,0.0,3.9,1.4,1015.2,66,9.5,曇後晴
2016/9/17,32.2,24.3,0,1.6,1.5,1012.9,66,10.0,曇
2016/9/18,26.6,22.5,101.0,0.0,1.4,1008.7,90,10.0,大雨、雷を伴う
2016/9/19,26.9,21.3,29.0,0.2,1.7,1007.8,85,10.0,曇時々雨
2016/9/20,22.6,20.3,65.0,0.0,2.1,1005.8,86,9.3,大雨
2016/9/21,25.8,20.2,2.0,0.3,1.4,1016.6,84,10.0,曇時々雨
2016/9/22,26.3,21.5,24.0,0.1,1.7,1015.8,83,10.0,曇後時々雨
2016/9/23,25.9,19.7,0.5,1.4,1.9,1015.4,75,8.0,曇一時雨後一時晴
2016/9/24,26.0,18.3,0.0,1.4,1.6,1016.6,77,9.8,曇一時晴
2016/9/25,31.1,21.8,8.5,3.4,1.7,1017.4,70,10.0,曇後時々雨
2016/9/26,29.5,22.4,16.5,1.5,1.9,1018.6,79,9.0,曇一時雨後時々晴
2016/9/27,31.0,22.2,0,5.3,1.9,1016.8,71,8.0,晴後時々曇
2016/9/28,28.0,23.4,69.5,0.5,1.1,1013.6,90,10.0,雨時々曇、雷を伴う
2016/9/29,25.7,20.2,22.5,0.2,1.9,1013.7,82,10.0,曇時々雨
2016/9/30,27.9,17.6,11.5,5.5,1.5,1015.6,72,8.8,曇一時晴
2016/10/1,27.9,20.6,4.0,1.4,1.3,1016.7,80,9.8,曇
2016/10/2,31.0,22.9,0.5,4.2,1.4,1016.9,74,9.0,曇一時晴
2016/10/3,27.3,21.1,9.5,0.0,1.3,1013.0,85,10.0,雨時々曇
2016/10/4,28.3,20.7,0.0,1.4,1.7,1015.7,74,10.0,曇
2016/10/5,28.4,19.0,19.5,0.5,2.2,1012.8,75,9.5,曇時々雨
2016/10/6,27.5,19.5,0.0,6.3,2.8,1017.6,64,7.3,晴後一時曇
2016/10/7,26.9,16.0,0,8.8,2.0,1022.3,61,4.3,晴後一時曇
2016/10/8,31.0,22.5,0.0,2.3,2.4,1012.8,68,10.0,曇後一時晴
2016/10/9,26.4,17.5,7.5,3.3,3.1,1011.6,68,10.0,曇一時雨
2016/10/10,23.1,16.0,0,8.7,2.9,1017.0,56,5.5,晴一時曇
2016/10/11,21.0,14.7,0,2.6,1.6,1017.5,64,8.5,曇一時晴
2016/10/12,25.0,13.7,0,7.5,1.9,1018.4,64,7.0,曇一時晴
2016/10/13,21.4,14.3,0,2.3,2.1,1021.7,58,9.8,曇
2016/10/14,22.1,13.0,0,4.5,1.2,1024.0,60,6.5,曇後晴
2016/10/15,25.1,10.7,0,10.5,1.8,1026.4,53,5.0,晴後時々薄曇
2016/10/16,26.6,16.0,0.0,7.0,2.6,1023.9,60,8.5,晴後曇
2016/10/17,25.8,18.7,39.0,2.4,2.2,1017.2,79,7.5,曇時々晴一時雨
2016/10/18,28.5,18.1,0,7.3,1.8,1017.5,71,5.5,晴時々曇
2016/10/19,27.5,17.5,0.5,5.6,1.3,1016.0,71,7.0,晴後曇
2016/10/20,26.4,19.1,0,6.8,2.6,1016.5,63,8.0,晴後時々薄曇
2016/10/21,22.0,13.9,0,2.8,2.4,1019.3,55,10.0,曇
2016/10/22,21.0,12.8,0.0,0.2,1.0,1014.2,70,8.8,曇
2016/10/23,21.2,15.3,0,0.4,2.5,1011.5,62,7.8,曇
2016/10/24,21.0,11.3,0,10.5,2.8,1017.0,51,0.0,快晴
2016/10/25,18.5,10.4,5.0,0.4,1.8,1017.1,78,8.3,雨時々曇
2016/10/26,25.2,16.8,2.5,2.0,1.3,1016.0,79,10.0,曇一時晴後一時雨
2016/10/27,21.8,13.3,0.0,6.6,2.7,1021.9,59,6.5,晴一時曇
2016/10/28,18.9,13.0,10.5,0.0,1.2,1014.9,79,10.0,曇時々雨
2016/10/29,19.9,11.1,0.5,1.3,2.4,1018.2,67,9.8,曇後一時晴
2016/10/30,19.8,8.7,0,9.5,1.5,1026.1,61,5.3,晴後一時薄曇
2016/10/31,18.4,8.6,0.5,1.0,1.2,1024.5,68,7.3,曇一時晴
2016/11/1,18.1,10.4,5.5,3.8,2.3,1021.4,75,8.0,曇後時々晴
2016/11/2,18.6,7.5,0,10.2,1.6,1022.8,60,0.0,快晴
2016/11/3,16.4,8.9,0.0,6.3,2.1,1019.2,63,3.8,晴
2016/11/4,18.4,8.4,0,6.3,1.5,1017.8,65,3.3,晴時々曇
2016/11/5,20.2,7.6,0,10.0,1.5,1015.8,67,0.3,快晴
2016/11/6,15.1,9.4,0.0,0.9,2.0,1021.8,69,6.0,曇時々雨後晴
2016/11/7,18.1,7.0,0,9.6,1.2,1023.9,69,0.0,快晴
2016/11/8,16.3,10.6,6.0,0.0,1.4,1018.0,80,9.8,曇時々雨
2016/11/9,11.7,6.6,1.5,4.0,2.5,1023.0,68,9.0,雨時々曇
2016/11/10,13.4,6.3,0.0,1.3,1.4,1023.1,69,10.0,曇
2016/11/11,19.5,10.2,4.0,5.0,1.5,1017.6,75,6.3,曇後晴
2016/11/12,19.6,8.7,0,9.5,1.3,1024.0,68,1.3,快晴
2016/11/13,20.8,9.3,0,7.1,1.2,1024.6,69,7.5,晴後曇
2016/11/14,17.0,13.2,9.5,0.0,1.4,1019.3,80,10.0,曇時々雨
2016/11/15,21.7,11.8,9.5,1.4,2.3,1013.6,77,10.0,曇一時雨
2016/11/16,15.0,8.4,0,8.4,2.4,1021.2,54,7.0,　曇時々晴
2016/11/17,16.5,6.2,0.0,5.5,1.7,1023.4,68,5.5,　晴時々曇
2016/11/18,19.7,5.8,0.0,9.0,1.4,1023.6,66,3.0,晴
2016/11/19,18.6,13.9,6.0,0.0,1.1,1014.4,87,8.5,曇一時雨
2016/11/20,21.0,13.3,0,0.2,1.2,1017.7,82,8.5,曇
2016/11/21,18.1,12.0,0.0,0.0,1.3,1017.7,79,10.0,曇
2016/11/22,20.8,13.4,2.0,8.6,2.2,1012.9,71,5.8,晴
2016/11/23,15.1,8.3,0,4.1,3.6,1018.7,57,7.8,曇後晴
2016/11/24,13.4,6.1,0.0,3.3,2.1,1016.7,64,7.5,曇時々晴
2016/11/25,13.8,4.5,0.0,2.0,1.2,1022.8,70,7.0,曇時々晴
2016/11/26,16.1,4.8,8.0,7.0,1.4,1024.1,70,5.0,晴後曇
2016/11/27,12.6,11.2,30.0,0.0,1.4,1015.5,92,10.0,雨
2016/11/28,13.2,7.6,0.0,1.1,2.4,1019.7,66,9.3,曇
2016/11/29,12.5,7.1,0.0,2.1,1.8,1027.8,76,7.3,曇時々雨一時晴
2016/11/30,12.3,5.2,0,4.7,1.4,1029.5,70,7.5,曇
2016/12/1,16.5,9.9,0.5,1.8,1.6,1021.2,75,9.8,曇
2016/12/2,14.5,6.4,0.0,7.9,2.1,1026.4,62,5.3,曇時々晴
2016/12/3,16.2,5.1,0,8.2,1.2,1026.6,71,7.8,晴時々曇
2016/12/4,16.1,6.5,8.5,2.9,0.8,1019.7,81,8.3,曇一時晴後時々雨
2016/12/5,17.5,9.8,0.5,5.7,1.4,1015.3,77,9.3,薄曇一時晴
2016/12/6,13.1,5.5,0.0,5.3,2.9,1018.1,71,7.5,晴時々曇一時雨
2016/12/7,13.0,3.1,0,7.6,1.4,1019.8,70,1.3,晴
2016/12/8,12.9,4.9,0.0,5.7,1.2,1019.0,70,4.5,晴時々曇
2016/12/9,16.0,5.6,0.0,4.5,1.6,1014.8,66,4.0,晴
2016/12/10,10.1,3.8,0.0,7.1,2.6,1020.4,70,4.3,晴
2016/12/11,10.1,3.3,0.0,2.8,1.7,1024.3,72,9.3,曇時々晴後一時雨
2016/12/12,10.0,2.6,0,3.7,1.3,1026.6,72,10.0,曇
2016/12/13,11.2,6.7,28.5,0.0,1.6,1015.8,88,10.0,雨
2016/12/14,11.9,3.9,3.0,1.7,3.0,1010.0,70,9.0,曇時々雨
2016/12/15,8.5,2.3,0.0,4.9,2.2,1016.1,70,7.5,晴一時曇
2016/12/16,6.8,1.2,1.0,4.8,2.2,1018.4,69,5.5,曇時々みぞれ一時雨後晴
2016/12/17,11.8,0.9,0,6.2,1.7,1026.9,66,6.5,晴後時々曇
2016/12/18,13.3,3.0,0,8.9,1.3,1030.4,72,3.8,晴後一時薄曇
2016/12/19,14.1,3.6,0,7.9,1.1,1027.6,74,4.0,晴一時薄曇
2016/12/20,12.2,6.6,0.0,0.7,0.8,1026.8,83,8.0,曇時々雨一時晴
2016/12/21,15.9,4.5,0,8.4,1.1,1029.2,74,3.0,晴時々薄曇
2016/12/22,17.5,9.5,19.5,0.0,1.6,1013.6,77,10.0,曇時々雨
2016/12/23,16.1,6.5,4.5,0.9,2.3,1010.1,72,6.3,曇時々雨一時晴、あられを伴う
2016/12/24,11.5,4.4,0.0,5.3,2.0,1024.2,73,7.5,曇一時晴
2016/12/25,11.8,4.0,0.0,7.7,1.7,1030.8,68,6.0,晴後一時薄曇
2016/12/26,12.4,3.6,0.0,0.1,1.2,1023.0,66,10.0,曇一時雨
2016/12/27,12.2,4.4,24.5,0.0,2.2,1007.8,81,10.0,雨時々曇
2016/12/28,6.3,1.3,1.5,3.4,2.5,1024.0,74,7.5,雪後晴一時雨、みぞれを伴う
2016/12/29,8.6,1.2,0.0,4.1,1.7,1022.9,72,7.5,曇時々晴
2016/12/30,8.5,2.1,0.0,5.9,2.2,1027.4,73,4.8,晴一時雨
2016/12/31,12.3,0.3,0.0,8.7,1.3,1027.4,72,4.3,晴
2017/1/1,13.5,3.5,0,5.2,1.3,1026.6,71,5.8,晴一時曇
2017/1/2,12.6,2.5,0,7.6,1.5,1020.8,77,4.5,晴一時薄曇
2017/1/3,13.1,4.3,0.0,3.1,1.6,1019.2,77,4.8,曇時々晴一時雨
2017/1/4,12.3,2.2,0.0,3.8,1.7,1020.1,74,6.5,晴時々曇
2017/1/5,9.8,5.4,0.0,3.3,2.9,1023.7,50,10.0,曇時々晴一時雨
2017/1/6,10.2,2.6,0,7.9,2.2,1025.4,53,5.5,曇後晴
2017/1/7,10.8,0.4,0,7.5,1.1,1022.6,65,5.5,晴後薄曇
2017/1/8,7.4,4.8,20.5,0.0,1.1,1011.1,81,10.0,雨一時曇
2017/1/9,11.3,5.8,0.0,2.0,1.7,1008.2,81,9.3,曇時々雨一時晴
2017/1/10,13.7,4.8,0.5,5.6,1.9,1015.0,67,6.8,晴
2017/1/11,9.5,4.1,0.0,4.9,2.3,1016.9,60,9.3,晴時々曇
2017/1/12,9.5,2.4,0.0,5.4,2.4,1013.0,55,5.8,晴時々曇
2017/1/13,8.6,1.8,0.0,4.7,2.4,1008.7,59,2.8,晴時々曇一時みぞれ
2017/1/14,4.7,-2.3,2.0,4.4,4.3,1009.4,75,7.0,雪時々晴
2017/1/15,3.2,-2.7,12.0,3.5,2.7,1015.6,86,8.8,雪一時晴
2017/1/16,4.1,-0.2,8.5,5.4,2.4,1019.0,85,7.8,雪時々晴
2017/1/17,7.9,1.3,1.5,4.7,1.6,1028.2,80,7.3,晴時々雪後時々曇
2017/1/18,9.5,-0.6,0,8.9,1.1,1028.6,72,6.0,晴後薄曇
2017/1/19,9.0,1.4,0.0,3.0,1.8,1021.7,70,7.3,曇時々晴
2017/1/20,9.2,-0.5,2.0,2.6,2.2,1010.8,71,7.5,曇一時雪後一時雨
2017/1/21,7.7,1.8,3.0,5.2,2.6,1021.7,71,8.3,晴時々曇一時みぞれ
2017/1/22,9.0,0.8,0.0,3.4,1.8,1018.1,71,6.8,曇時々雨、みぞれを伴う
2017/1/23,4.4,-0.3,0.0,2.7,2.8,1019.4,71,8.0,雪時々晴
2017/1/24,4.9,-0.9,0.0,3.0,2.1,1025.5,75,5.8,雪時々晴、みぞれを伴う
2017/1/25,5.8,-1.3,0.0,3.6,1.5,1030.1,75,7.0,晴時々曇一時雪、みぞれを伴う
2017/1/26,9.5,-1.8,0,9.6,1.3,1029.2,70,0.0,晴
2017/1/27,12.9,0.6,0.0,2.9,1.9,1024.4,64,7.5,曇
2017/1/28,12.7,1.6,0,9.6,1.6,1026.2,62,6.5,晴後一時薄曇
2017/1/29,11.3,1.4,9.0,3.1,1.0,1020.6,75,10.0,曇時々雨一時晴
2017/1/30,12.6,2.9,2.0,3.7,2.5,1011.9,80,8.5,雨時々曇一時晴
2017/1/31,6.1,1.3,0.0,2.0,2.3,1024.5,66,9.0,曇時々晴一時雪
2017/2/1,7.8,-0.5,0.0,2.3,2.1,1020.1,74,6.5,晴後曇
2017/2/2,7.5,1.6,0.0,5.5,2.7,1021.1,73,9.3,晴時々雪一時みぞれ後一時雨
2017/2/3,11.5,2.9,0.0,5.2,2.5,1021.8,66,5.3,晴一時曇
2017/2/4,13.6,1.1,0,9.6,1.5,1021.4,67,0.8,晴
2017/2/5,8.2,4.3,14.0,0.0,1.2,1011.2,85,10.0,雨後曇
2017/2/6,9.5,3.1,1.5,4.9,3.1,1009.7,75,9.3,雨時々曇
2017/2/7,6.3,2.0,0.0,1.6,3.0,1019.5,60,8.3,曇時々雪、みぞれを伴う
2017/2/8,8.1,2.7,0,1.6,2.0,1017.3,59,9.5,曇時々晴
2017/2/9,4.3,1.2,5.0,0.0,1.5,1005.2,82,10.0,みぞれ時々曇一時雪
2017/2/10,5.2,-0.3,3.0,3.6,2.4,1005.9,74,9.0,曇時々雪一時晴
2017/2/11,6.4,-0.7,0.0,5.7,2.9,1014.7,72,7.5,晴一時曇後一時雪
2017/2/12,7.5,-0.5,0.0,6.1,2.5,1022.6,71,3.8,晴一時雪
2017/2/13,8.4,0.1,0.0,4.5,1.6,1026.6,74,4.0,晴時々曇一時雪
2017/2/14,7.9,0.8,0.0,3.2,1.9,1027.4,75,7.3,晴時々雨一時雪
2017/2/15,9.8,1.8,0.0,4.7,1.8,1029.4,65,6.0,曇時々晴
2017/2/16,14.8,0.0,0,9.3,1.6,1025.8,63,3.8,晴後一時薄曇
2017/2/17,11.7,5.6,1.5,0.0,1.3,1017.5,78,10.0,曇時々雨
2017/2/18,10.9,3.6,0.5,2.7,1.9,1015.6,66,8.3,曇時々晴一時雨
2017/2/19,11.0,1.6,0.0,9.3,2.3,1019.2,62,3.8,晴
2017/2/20,15.2,3.5,5.0,0.0,2.5,1008.9,71,9.5,　雨時々曇
2017/2/21,5.6,1.2,0.0,0.2,2.6,1025.2,67,9.5,雪時々曇
2017/2/22,10.6,-0.3,0.5,5.7,1.3,1023.1,62,6.8,曇時々晴
2017/2/23,14.0,6.0,9.0,0.2,2.5,1007.1,79,9.0,曇一時雨
2017/2/24,8.5,1.5,0.0,4.0,3.4,1018.2,61,5.0,晴一時曇
2017/2/25,11.8,0.6,0,7.7,2.0,1019.9,60,6.8,晴後時々曇
2017/2/26,13.4,1.8,0,7.1,1.9,1021.6,57,6.5,薄曇
2017/2/27,9.5,2.3,0,9.6,3.0,1025.5,55,3.5,晴
2017/2/28,10.2,0.4,0,5.3,1.7,1025.4,63,3.3,晴時々曇
2017/3/1,13.8,0.7,0.0,5.3,1.4,1020.0,67,7.3,曇後時々雨
2017/3/2,14.9,6.9,2.0,2.4,2.2,1007.5,72,9.5,曇時々晴一時雨
2017/3/3,11.5,3.5,0.5,5.0,3.0,1016.7,60,6.3,晴時々曇
2017/3/4,16.6,2.1,0,9.3,1.7,1019.2,57,6.5,薄曇時々晴
2017/3/5,16.2,3.6,0,6.5,1.6,1015.8,52,8.3,曇一時晴
2017/3/6,14.1,6.0,0.0,0.2,2.1,1007.9,62,8.3,曇
2017/3/7,9.4,2.0,0.0,5.7,3.5,1009.1,59,5.3,曇時々晴一時雨、みぞれを伴う
2017/3/8,9.7,0.1,0.0,6.0,2.1,1010.4,59,3.5,晴後曇一時雨
2017/3/9,10.2,0.1,0.0,6.1,2.3,1011.1,60,3.0,晴時々曇
2017/3/10,10.9,2.6,0.0,3.9,2.3,1015.6,66,5.5,晴時々雨
2017/3/11,10.7,1.7,0.0,4.7,2.3,1022.5,64,5.3,晴後一時曇
2017/3/12,15.1,1.6,0,10.0,1.5,1022.3,51,7.3,薄曇時々晴
2017/3/13,14.7,5.5,0.0,3.6,1.8,1016.6,60,10.0,曇一時雨
2017/3/14,12.4,5.0,0.0,1.7,3.2,1012.0,57,8.0,曇後時々晴
2017/3/15,9.4,3.4,5.0,6.6,3.5,1013.4,75,4.5,雨時々晴、みぞれを伴う
2017/3/16,11.4,3.7,0.0,4.4,2.5,1019.8,61,9.3,曇時々晴
2017/3/17,12.6,2.4,0.0,5.2,2.2,1022.0,62,4.5,晴時々曇
2017/3/18,14.5,2.1,0.0,6.0,1.4,1023.9,55,6.0,曇一時晴
2017/3/19,17.4,3.0,0,7.6,1.9,1023.9,53,2.3,晴
2017/3/20,18.1,4.6,0.0,8.3,1.7,1021.4,45,6.3,晴後曇
2017/3/21,11.2,7.2,30.5,0.4,1.9,1009.3,79,9.0,雨後時々曇
2017/3/22,13.1,5.0,0.0,6.5,3.2,1017.7,51,8.3,晴時々曇
2017/3/23,14.0,4.3,0.0,2.2,1.4,1018.5,58,10.0,曇
2017/3/24,12.0,4.7,0.0,8.1,3.5,1020.5,50,7.8,曇時々晴
2017/3/25,13.1,2.9,0,7.7,1.6,1020.1,51,8.3,薄曇
2017/3/26,12.8,4.2,6.0,0.8,1.7,1015.8,73,10.0,曇後雨
2017/3/27,13.1,4.7,0.0,6.4,3.0,1014.6,63,4.0,晴一時雨
2017/3/28,15.2,2.5,0.5,8.4,2.1,1021.1,60,3.8,晴一時曇後一時雨
2017/3/29,17.1,4.6,0,6.5,2.0,1023.3,54,8.5,薄曇後晴
2017/3/30,20.8,9.0,0.0,4.1,1.9,1019.7,55,7.8,曇時々晴
2017/3/31,11.4,6.0,11.5,0.0,1.8,1017.5,73,8.3,曇後雨
2017/4/1,14.2,5.8,1.0,5.4,2.4,1013.2,64,7.0,曇後晴
2017/4/2,17.3,3.4,0,11.5,2.2,1014.4,52,0.5,晴
2017/4/3,19.1,3.3,0.0,10.1,2.5,1019.1,51,1.3,晴
2017/4/4,21.3,7.5,0,11.4,2.0,1025.1,48,5.8,晴後一時薄曇
2017/4/5,20.8,8.8,0,5.2,1.9,1026.1,51,9.3,曇
2017/4/6,21.3,10.7,2.0,1.3,1.8,1020.9,69,10.0,曇後一時雨
2017/4/7,20.1,14.6,7.5,0.0,1.2,1015.1,90,10.0,曇時々雨
2017/4/8,20.4,16.5,11.5,0.0,0.9,1011.4,95,10.0,雨時々曇
2017/4/9,18.0,9.8,6.0,0.2,2.7,1010.9,73,9.8,曇一時雨
2017/4/10,15.1,7.5,0.0,1.8,3.1,1017.2,56,9.8,曇
2017/4/11,13.4,10.6,22.0,0.0,3.5,1003.3,83,10.0,雨後一時曇
2017/4/12,15.6,6.7,0.0,2.5,3.0,1009.3,64,9.8,曇
2017/4/13,19.2,4.2,0,8.4,2.1,1016.5,56,1.8,晴一時曇
2017/4/14,24.1,7.5,0,11.5,2.2,1017.8,46,0.3,快晴
2017/4/15,23.1,14.8,2.0,4.4,2.6,1016.3,64,7.3,曇時々晴一時雨、雷を伴う
2017/4/16,25.9,11.7,0.0,9.1,1.9,1016.3,66,5.3,晴時々薄曇
2017/4/17,23.1,14.7,59.5,0.6,1.6,1007.8,81,10.0,曇後雨
2017/4/18,22.5,13.3,7.0,3.9,2.7,998.0,67,6.8,曇後晴
2017/4/19,21.8,10.9,0.0,5.7,2.8,1006.1,54,5.8,晴
2017/4/20,19.8,8.2,0,5.6,1.6,1013.4,53,7.5,晴後曇
2017/4/21,21.2,12.8,0.0,2.3,1.5,1008.7,54,10.0,曇後一時晴
2017/4/22,19.5,9.5,0,10.0,3.3,1010.8,49,6.8,薄曇後晴
2017/4/23,21.0,7.2,0,12.6,2.2,1017.9,50,0.5,快晴
2017/4/24,24.3,8.0,0.0,10.3,2.4,1024.0,53,2.5,晴
2017/4/25,23.2,13.8,0.0,4.0,2.6,1023.8,56,6.3,晴後曇
2017/4/26,16.6,13.7,8.5,0.0,1.5,1015.6,81,10.0,雨
2017/4/27,19.4,10.3,0.0,8.9,2.9,1008.8,49,10.0,薄曇
2017/4/28,22.1,7.6,0,11.2,2.2,1008.6,47,1.3,晴
2017/4/29,23.0,11.2,2.0,6.9,2.2,1007.9,59,7.3,曇時々晴後一時雨、雷を伴う
2017/4/30,27.5,9.9,0,12.3,2.5,1011.3,49,0.0,快晴
2017/5/1,25.2,12.2,0.0,7.5,2.4,1015.3,54,5.8,曇時々晴一時雨
2017/5/2,24.7,9.5,0,12.3,2.0,1023.1,50,5.0,晴後薄曇
2017/5/3,25.2,13.6,0,4.9,2.4,1025.6,55,10.0,薄曇
2017/5/4,24.6,14.6,0,6.4,3.3,1021.6,59,6.5,晴後時々曇
2017/5/5,28.2,17.3,0,9.4,2.5,1016.1,58,6.0,晴一時曇
2017/5/6,23.2,16.2,0.5,0.5,1.7,1013.0,73,10.0,曇時々雨
2017/5/7,27.2,15.4,0,9.9,2.5,1011.9,43,6.0,薄曇後晴
2017/5/8,28.4,13.7,0,11.9,2.5,1012.8,39,3.3,晴後時々薄曇
2017/5/9,25.1,15.2,3.0,0.0,2.2,1016.3,50,10.0,曇後雨
2017/5/10,22.0,15.1,5.0,0.5,2.2,1011.0,80,9.8,曇時々雨
2017/5/11,26.6,16.6,0.0,6.7,2.8,1012.9,60,8.5,晴後薄曇
2017/5/12,27.8,15.9,0.5,5.2,1.8,1013.3,59,9.8,曇
2017/5/13,20.5,15.9,41.0,0.0,1.8,1006.8,83,10.0,雨後曇
2017/5/14,27.9,17.0,0,7.3,2.2,1009.0,66,7.8,曇後晴
2017/5/15,26.8,16.5,0,3.8,2.3,1010.0,55,9.8,曇
2017/5/16,22.0,14.0,0,2.9,1.8,1010.5,51,9.0,曇
2017/5/17,25.2,13.3,0,5.2,1.8,1009.9,45,7.3,曇一時晴
2017/5/18,27.4,12.4,0,13.4,1.7,1014.6,43,0.3,快晴
2017/5/19,29.6,13.3,0,13.4,2.3,1016.5,38,0.0,快晴
2017/5/20,31.7,15.9,0,13.1,2.3,1016.1,45,0.0,快晴
2017/5/21,32.2,18.6,0,11.1,1.9,1015.7,45,9.0,薄曇一時晴
2017/5/22,31.7,18.6,0,12.5,2.2,1014.9,46,4.3,晴
2017/5/23,30.6,18.5,0,10.3,2.3,1011.9,52,7.3,晴後薄曇
2017/5/24,24.2,19.3,1.0,0.0,1.4,1009.1,71,9.0,曇時々雨
2017/5/25,24.8,18.4,14.0,1.6,1.8,1005.7,78,10.0,雨後曇
2017/5/26,29.9,17.2,0.0,7.0,2.6,1004.0,61,7.8,曇一時晴
2017/5/27,24.5,14.6,0,11.0,2.6,1011.0,51,2.0,晴
2017/5/28,26.2,14.0,0,10.6,2.2,1013.7,54,3.5,晴
2017/5/29,30.8,15.8,0,12.2,2.3,1012.5,47,2.0,快晴
2017/5/30,32.2,18.9,0,9.2,1.9,1010.6,53,6.3,薄曇一時晴
2017/5/31,31.1,21.0,1.0,6.2,2.4,1005.7,62,10.0,曇
2017/6/1,30.2,18.0,17.5,6.3,2.6,999.4,64,8.3,晴時々曇
2017/6/2,24.9,15.2,0.0,7.4,3.3,1001.4,58,4.8,晴一時曇
2017/6/3,23.6,13.7,0.0,7.0,2.5,1006.9,54,6.3,晴一時曇
2017/6/4,25.3,13.5,0,12.7,2.5,1010.2,47,5.3,晴
2017/6/5,26.5,12.8,0,13.4,2.5,1014.9,46,1.0,晴
2017/6/6,28.2,14.2,0,9.0,2.0,1018.1,47,6.3,晴後薄曇
2017/6/7,21.2,17.9,25.5,0.0,1.4,1014.1,84,10.0,雨
2017/6/8,24.9,17.5,0.5,0.5,1.9,1007.8,75,8.0,曇一時雨
2017/6/9,30.9,15.6,0,11.2,1.8,1007.6,56,6.5,薄曇時々晴
2017/6/10,30.7,17.4,0,10.2,2.6,1007.2,55,7.3,曇一時晴
2017/6/11,27.3,17.1,0,4.4,2.3,1007.6,46,7.8,曇後晴
2017/6/12,23.5,15.6,0,6.2,2.8,1013.0,56,9.8,曇
2017/6/13,25.5,13.7,0,9.4,2.1,1013.6,56,8.8,曇時々晴
2017/6/14,29.0,14.6,0,13.6,2.0,1009.8,44,5.3,晴
2017/6/15,30.4,16.2,0,11.6,2.2,1007.2,44,2.3,晴
2017/6/16,27.9,18.1,0.0,9.9,3.0,1009.9,51,6.3,晴一時薄曇
2017/6/17,29.7,15.9,0,11.3,2.2,1011.1,53,5.8,晴後薄曇
2017/6/18,28.5,21.2,0,2.4,2.1,1010.0,57,8.8,曇
2017/6/19,34.0,18.3,0,13.7,2.3,1009.9,44,2.3,快晴
2017/6/20,32.0,19.7,0.0,5.0,2.2,1010.5,48,10.0,曇
2017/6/21,25.0,18.8,104.5,0.4,2.7,1003.8,84,9.5,大雨一時曇
2017/6/22,27.9,19.0,0,3.0,1.5,1009.5,64,10.0,薄曇
2017/6/23,33.2,19.0,0,10.6,1.9,1007.3,58,8.0,晴時々薄曇
2017/6/24,30.3,21.7,1.5,7.4,2.5,1005.0,61,10.0,薄曇
